34, 271, 1812, 34, 0, 0, 0, 7, 0, 210, 54, 47, 12, 206, 1547, 0, 1, 2, 5.5, 11, 34, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 7, 0, 0, 0, 195, 15, 18, 36, 17, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 824, 395, 202, 100, 47, 44, 77, 68, 36, 2, 1, 1, 6, 4, 1, 2, 2
47, 69, 201, 43, 4, 0, 0, 1, 0, 65, 3, 47, 15, 94, 45, 0, 1, 2, 5.5, 11, 43, 0, 4, 0, 6, 9, 12, 18, 24, 36, 48, 54, 1, 0, 0, 0, 64, 1, 2, 1, 20, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 9, 8, 4, 39, 47, 3, 2, 8, 38, 0, 2, 6, 2, 6, 0, 3, 12, 5, 2, 5
47, 71, 245, 47, 0, 0, 0, 0, 0, 71, 0, 47, 40, 130, 28, 0, 1, 2, 5.5, 11, 47, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 0, 0, 0, 0, 68, 3, 0, 0, 21, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7, 8, 2, 102, 38, 3, 17, 33, 8, 0, 0, 0, 11, 10, 0, 0, 5, 0, 0, 0, 1
26, 142, 390, 26, 0, 0, 0, 2, 0, 124, 16, 67, 77, 128, 118, 0, 1, 2, 5.5, 11, 26, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 2, 0, 0, 0, 110, 14, 3, 13, 21, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 17, 68, 3, 46, 67, 15, 9, 18, 58, 2, 0, 1, 36, 22, 12, 3, 2, 2, 0, 9, 0
35, 351, 2993, 34, 1, 0, 0, 2, 0, 346, 3, 303, 1214, 375, 1101, 0, 1, 2, 5.5, 11, 34, 0, 1, 0, 6, 9, 12, 18, 24, 36, 48, 54, 2, 0, 0, 0, 321, 25, 2, 1, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 388, 13, 652, 1054, 301, 24, 26, 198, 32, 0, 1, 46, 113, 74, 15, 0, 0, 1, 0, 54, 0, 1
31, 443, 2028, 31, 0, 0, 0, 1, 0, 438, 4, 207, 236, 942, 643, 0, 1, 2, 5.5, 11, 31, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 1, 0, 0, 0, 423, 15, 2, 2, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 183, 6, 74, 419, 207, 22, 356, 491, 25, 0, 2, 14, 187, 28, 6, 1, 3, 0, 0, 4, 0, 0
32, 164, 1068, 32, 0, 0, 0, 4, 0, 157, 3, 107, 80, 348, 533, 0, 1, 2, 5.5, 11, 32, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 4, 0, 0, 0, 152, 5, 3, 0, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 247, 188, 24, 250, 107, 27, 44, 69, 30, 3, 0, 3, 36, 9, 5, 6, 11, 0, 0, 7, 2, 0
39, 130, 2194, 39, 0, 0, 0, 1, 0, 129, 0, 117, 30, 537, 1510, 0, 1, 2, 5.5, 11, 39, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 1, 0, 0, 0, 127, 2, 0, 0, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 581, 579, 81, 417, 117, 20, 46, 110, 21, 183, 23, 0, 8, 3, 0, 0, 0, 1, 0, 4, 0, 0
40, 178, 6344, 40, 0, 0, 0, 0, 0, 178, 0, 392, 97, 1993, 3862, 0, 1, 2, 5.5, 11, 40, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 0, 0, 0, 0, 178, 0, 0, 0, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 1006, 607, 1211, 539, 390, 7, 463, 510, 598, 569, 2, 2, 27, 42, 2, 0, 0, 1, 0, 366, 0, 2
32, 277, 2123, 32, 0, 0, 0, 6, 0, 271, 0, 178, 190, 302, 1453, 0, 1, 2, 5.5, 11, 32, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 6, 0, 0, 0, 266, 5, 0, 0, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 678, 595, 129, 166, 149, 7, 38, 84, 49, 11, 0, 8, 143, 9, 3, 0, 0, 0, 0, 25, 0, 29
41, 183, 2941, 41, 0, 0, 0, 4, 0, 178, 1, 330, 10, 729, 1872, 0, 1, 2, 5.5, 11, 41, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 4, 0, 0, 0, 178, 0, 1, 0, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 528, 452, 709, 685, 327, 52, 144, 22, 6, 0, 0, 0, 2, 8, 0, 0, 0, 0, 0, 3, 0, 3
57, 107, 2238, 57, 0, 0, 0, 0, 0, 105, 2, 188, 15, 531, 1504, 0, 1, 2, 5.5, 11, 57, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 0, 0, 0, 0, 105, 0, 1, 1, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 572, 384, 384, 200, 188, 96, 118, 105, 96, 2, 1, 1, 13, 0, 0, 0, 0, 0, 0, 78, 0, 0
31, 53, 4014, 31, 0, 0, 0, 0, 0, 53, 0, 93, 14, 252, 3655, 0, 1, 2, 5.5, 11, 31, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 0, 0, 0, 0, 53, 0, 0, 0, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 2119, 516, 615, 206, 93, 245, 149, 4, 18, 4, 23, 0, 6, 3, 0, 0, 0, 1, 0, 0, 12, 0
60, 75, 1491, 60, 0, 0, 0, 0, 0, 75, 0, 150, 27, 434, 880, 0, 1, 2, 5.5, 11, 60, 0, 0, 0, 6, 9, 12, 18, 24, 36, 48, 54, 0, 0, 0, 0, 75, 0, 0, 0, 22, 65.0, 72.2222, 58.5, 26.0, 6.5, 57.7778, 52.0, 39.0, 43.3333, 144.444, 130.0, 21.6667, 19.5, 13.0, 14.4444, 104.0, 117.0, 86.6667, 115.556, 28.8889, 78.0, 7.22222, 451, 238, 42, 208, 150, 73, 74, 42, 153, 5, 0, 20, 7, 0, 0, 0, 0, 0, 0, 28, 0, 0
