1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
52,11,7,13,0,0
52,5,7,13,0,0
65,7,7,13,0,0
65,7,7,13,0,0
5.5,,4,13,1,
9,,6,13,0,
9,,6,13,0,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
65,6,7,,,0
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
65,6,7,,,0
52,11,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
78,12,7,13,0,0
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
65,7,7,13,0,0
65,7,7,13,0,0
65,7,7,13,0,0
65,7,7,13,0,0
65,7,7,13,0,0
65,7,7,13,0,0
65,7,7,13,0,0
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
117,14,7,13,0,0
117,14,7,13,0,0
117,14,7,13,0,0
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
1,,4,13,1,
